url,description,name,superhost,price per night,actual price,beds,rating,sp_url,location,unit rental details,number of guests,more description,amenities1,rental_data,all_amenities,image_urls,host_about
/rooms/44669437?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-08&previous_page_section_name=1000,Stargazer - Luxury Master Suite with Ocean Views,Private room in Whitethorn,empty,$307 ,empty,5 beds,4.98 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Whitethorn, California, United States",Private room in home hosted by Marc8 guests ·  · 2 bedrooms ·  · 5 beds ·  · 2 baths,8 guests · **__** · 2 bedrooms · **__** · 5 beds · **__** · 2 baths**__**Joined in September 2018**__**Privacy·**__**·Terms·**__**·Sitemap**__**Privacy·**__**·Terms·**__**·Sitemap**__**Privacy·**__**·Terms·**__**·Sitemap,"Romantic 800 square feet space sleeps 2 guests in elegance with sweeping views of the ocean and mountains from its own private deck. Wake up to the sounds and sight of the ocean from your California king canopy bed. Oversized luxurious whirlpool soaking tub, coupled with a multi-jet walk-in shower with seating area, inspires a relaxing spa experience. Includes a bistro table, loveseat, wet bar, plush bedding, and high-quality towels with an array of complimentary bath products. Pet friendlyThe spaceThe master suite rental includes the Sleeping Loft/Game Room and sleeps up to 6 guests. Both rooms are located on the 3rd floor and easily accessible with the home elevator.Amenities:King-sized canopy bed, dressers, nightstands, bistro table & chairs, love seat & coffee table and end of the bed benchDouble sinks, multi-jet walk-in shower, over-size whirlpool bathtub with shampoo, conditioner, body wash & various toiletriesWood burning stove & in-floor radiant heating80 sq. ft. walk-in closet with built-in shelving and storagePet friendly (see House Rules for details)Fenced back yard & exotic garden with fire pitStarlink high speed internet access with Wi-FiEquipped with a 55"" smart TV that includes Netflix, ESPN+, Roku & DVD playerAccess to library with a large selection of books & DVDsWet bar with small sink and 4.5 cu. ft. compact refrigeratorSmall appliances include microwave, electric kettle, 4-cup drip coffee maker, french press and fresh gourmet coffee & filtersStocked with a variety of herbal teas, snacks, salt & pepper and bone china with flatwareBarbeque grill access (2nd floor deck)",Mountain view**__**Ocean view**__**Fast wifi – 183 Mbps**__**Free parking on premises**__**Pets allowed,Private room in home hosted by Marc,"['Scenic views\nMountain view\nOcean view', 'Bathroom\nBathtub\nHair dryer\nShampoo\nConditioner\nBody soap\nHot water', 'Bedroom and laundry\nEssentials\nTowels, bed sheets, soap, and toilet paper\nHangers\nBed linens\nExtra pillows and blankets\nRoom-darkening shades\nClothing storage: walk-in closet and dresser', 'Entertainment\nTV', 'Heating and cooling\nIndoor fireplace\nHeating', 'Home safety\nSmoke alarm\nCarbon monoxide alarm\nFire extinguisher\nLock on bedroom door\nPrivate room can be locked for safety and privacy\nFirst aid kit', 'Internet and office\nFast wifi – 183 Mbps\nVerified by speed test. Stream 4K videos and join video calls on multiple devices.', 'Kitchen and dining\nMicrowave\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nMini fridge\nFreezer\nHot water kettle\nCoffee maker\nWine glasses\nBarbecue utensils\nGrill, charcoal, bamboo skewers/iron skewers, etc.\nDining table', 'Outdoor\nPatio or balcony\nBackyard\nAn open space on the property usually covered in grass\nFire pit\nOutdoor furniture\nOutdoor dining area\nBBQ grill\nBeach essentials\nBeach towels, umbrella, beach blanket, snorkeling gear', 'Parking and facilities\nFree parking on premises', 'Services\nPets allowed\nAssistance animals are always allowed\nSelf check-in\nKeypad\nCheck yourself into the home with a door code', 'Not included\nUnavailable: Security cameras on property\nSecurity cameras on property\nUnavailable: Kitchen\nKitchen\nUnavailable: Washer\nWasher\nUnavailable: Air conditioning\nAir conditioning\nUnavailable: Private entrance\nPrivate entrance']","['https://a0.muscache.com/pictures/miso/Hosting-44669437/original/6cf0f20a-4651-433c-98f1-c0fd8bb49e00.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-44669437/original/8e77ad08-6d7b-4b95-8e45-d3fc4c4a203a.png', 'https://a0.muscache.com/pictures/miso/Hosting-44669437/original/c4c9c7c5-b294-47bb-ae12-fd393fa216dd.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-44669437/original/53ba605b-d259-484a-a7fb-45b2084c0841.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-44669437/original/23b0fff3-836d-4518-b9ce-b66b18d174bc.jpeg']",host data is not there
/rooms/52922994?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-10&previous_page_section_name=1000,Gray whale ocean view penthouse suite,Hotel room in Whitethorn,Superhost,$423 ,empty,1 king bed,empty,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Whitethorn, California, United States",Room in hotel hosted by Navneet2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,2 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 private bath,empty,,Room in hotel hosted by Navneet,"['Bathroom\nHair dryer\nShampoo', 'Bedroom and laundry\nEssentials\nTowels, bed sheets, soap, and toilet paper\nHangers\nIron', 'Entertainment\nTV', 'Heating and cooling\nIndoor fireplace\nHeating', 'Home safety\nSmoke alarm\nCarbon monoxide alarm\nFire extinguisher\nLock on bedroom door\nPrivate room can be locked for safety and privacy\nFirst aid kit', 'Internet and office\nWifi', 'Location features\nPrivate entrance\nSeparate street or building entrance', 'Outdoor\nPrivate patio or balcony\nBackyard\nAn open space on the property usually covered in grass\nFire pit\nOutdoor furniture\nBBQ grill', 'Parking and facilities\nFree parking on premises\nShared hot tub', 'Services\nPets allowed\nAssistance animals are always allowed\nSmoking allowed\nLong term stays allowed\nAllow stay for 28 days or more', 'Not included\nUnavailable: Security cameras on property\nSecurity cameras on property\nUnavailable: Kitchen\nKitchen\nUnavailable: Washer\nWasher\nUnavailable: Air conditioning\nAir conditioning']","['https://a0.muscache.com/pictures/9c66a90c-e838-4685-9b63-dd6fec29c979.jpg', 'https://a0.muscache.com/pictures/fa0b06c7-aef3-45e9-b68d-af79f0321962.jpg', 'https://a0.muscache.com/pictures/e2008e46-4683-46ea-be32-654846147f41.jpg']",host data is not there
/rooms/49296021?adults=1&children=0&infants=0&pets=0&check_in=2023-01-03&check_out=2023-01-08&previous_page_section_name=1000,Carriage House Historic Julia Morgan Redwood Grove,Cottage in Garberville,empty,$162 ,empty,1 queen bed,4.57 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Garberville, California, United States",Entire cottage hosted by Tanya2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,2 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 bath,empty,,Entire cottage hosted by Tanya,"['Scenic views\nGarden view', 'Bathroom\nBathtub\nHair dryer\nCleaning products\nShampoo\nConditioner\nBody soap\nHot water\nShower gel', 'Bedroom and laundry\nEssentials\nTowels, bed sheets, soap, and toilet paper\nHangers\nBed linens\nExtra pillows and blankets\nIron\nClothing storage', 'Entertainment\nTV with Amazon Prime Video, Netflix', 'Heating and cooling\nPortable air conditioning\nPortable fans', 'Home safety\nSecurity cameras on property\nGate camera on site\nSmoke alarm\nCarbon monoxide alarm\nFire extinguisher\nFirst aid kit', 'Internet and office\nWifi\nDedicated workspace\nPocket wifi', 'Kitchen and dining\nKitchen\nSpace where guests can cook their own meals\nRefrigerator\nMicrowave\nCooking basics\nPots and pans, oil, salt and pepper\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nFreezer\nDishwasher\nStove\nOven\nCoffee maker\nWine glasses\nToaster\nBaking sheet\nBarbecue utensils\nGrill, charcoal, bamboo skewers/iron skewers, etc.\nDining table', 'Location features\nWaterfront\nRight next to a body of water\nPrivate entrance\nSeparate street or building entrance', 'Outdoor\nFire pit\nOutdoor furniture\nOutdoor dining area\nBBQ grill', 'Parking and facilities\nFree parking on premises\nFree street parking', 'Services\nCleaning available during stay', 'Not included\nUnavailable: Washer\nWasher\nUnavailable: Heating\nHeating']","['https://a0.muscache.com/pictures/53b16d32-7c7b-4609-b688-bc101a992bd3.jpg', 'https://a0.muscache.com/pictures/9c5870ee-8473-446d-bc2f-1403954baa86.jpg', 'https://a0.muscache.com/pictures/ce7eaa1e-b021-4898-bde2-984871490a39.jpg', 'https://a0.muscache.com/pictures/68fa01e2-8dca-4533-a176-bce2c676c187.jpg', 'https://a0.muscache.com/pictures/d3853d7e-5153-4852-acc4-65fdc03ca226.jpg']",host data is not there
/rooms/53364938?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-09&previous_page_section_name=1000,Historical Queen Room,Hotel room in Garberville,empty,$233 ,empty,2 beds,5.0 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Garberville, California, United States",Room in hotel hosted by John2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,2 guests · **__** · 1 bedroom · **__** · 2 beds · **__** · 1 private bath,empty,,Room in hotel hosted by John,[],"['https://a0.muscache.com/pictures/734bfaee-fcdd-4f09-865b-d7ee9d104bd9.jpg', 'https://a0.muscache.com/pictures/d69bd352-8af9-4a9a-b21e-d6e77539f577.jpg', 'https://a0.muscache.com/pictures/fe560c30-c309-4cdb-86e6-5f32c189b111.jpg', 'https://a0.muscache.com/pictures/13cd4967-427b-4f91-87ef-1b836304afdc.jpg', 'https://a0.muscache.com/pictures/8e02eeaa-a46f-4bbf-9c6f-a0bef282052e.jpg']",host data is not there
/rooms/54288657?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-08&previous_page_section_name=1000,INN NEAR AVE OF GIANTS SHELTER COVE - 2 QUEEN BEDS,Hotel room in Redway,empty,$114 ,empty,2 beds,4.57 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Redway, California, United States",Room in hotel hosted by Gary4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,4 guests · **__** · 1 bedroom · **__** · 2 beds · **__** · 1 private bath,"Welcome to the Redwood Forest! Where they say location is everything. You are going to love being within walking distance to great restaurants, bars, groceries, convenience stores, post office, hardware stores, gas station, river trails, and park. You will be in the heart of the Redwood forest close to the entrance of Avenue of Giants, Humboldt Redwoods state park, Shelter Cove. Come and discover nearby sightseeing, wander the scenic north coast, or explore the redwoods just outside your room.The spaceThis is a newly remodeled Inn close to great sights. It is a no frills simple motel off the highway 101. The Inn does not have a sign, but it stands out with it's salmon pink doors. It's a clean yet rustic place to rest until your next adventure.Our newly remodeled rooms offers: * Two QUEEN BEDS SLEEPS UP TO 4 * Private bathroom* plush premium mattresses* refrigerator* microwave* in room coffee* heating and air conditioning* free wireless internet* free parking* alarm clock and radio* flat Screen Cable TV * 275 sq. ft.",,Room in hotel hosted by Gary,[],"['https://a0.muscache.com/pictures/08a6d38d-1abb-4999-9aa2-3f4b8bc5d297.jpg', 'https://a0.muscache.com/pictures/376069d5-a71f-4fbd-a6d9-1b1ff680b477.jpg', 'https://a0.muscache.com/pictures/1d7719ff-123f-474d-90bf-8419a7446bc0.jpg', 'https://a0.muscache.com/pictures/288f5c6f-a876-460e-a57c-73ac72de5a9c.jpg', 'https://a0.muscache.com/pictures/4b84037e-345d-44c1-a8c0-7f57435788a4.jpg']",host data is not there
/rooms/53050233?adults=1&children=0&infants=0&pets=0&check_in=2022-12-11&check_out=2022-12-18&previous_page_section_name=1000,Starfish Oceanview Spa & Sauna Penthouse Suite,Hotel room in Whitethorn,Superhost,$475 ,empty,1 bed,empty,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Whitethorn, California, United States",Room in boutique hotel hosted by Navneet2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,2 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 private bath,empty,,,[],"['https://a0.muscache.com/pictures/miso/Hosting-53050233/original/7d5580eb-9e02-42cf-b91a-e785a6318973.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-53050233/original/870fc098-be6f-42c3-90bf-f82b16c5c54c.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-53050233/original/1b763640-c0da-4603-842d-14152a8d065b.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-53050233/original/03858310-dd12-4f62-ad4b-018286661ee9.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-53050233/original/81dabb42-5821-4a9e-8d66-234dac93aa9b.jpeg']",host data is not there
/rooms/53312838?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-08&previous_page_section_name=1000,Dog Friendly! Glamping Cabins in the Majestic Redwoods - C3,Cabin in Myers Flat,Superhost,$170 ,empty,3 beds,5.0 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Myers Flat, California, United States",Entire cabin hosted by Giant Redwoods4 guests ·  · Studio ·  · 3 beds ·  · 1 bath,4 guests · **__** · Studio · **__** · 3 beds · **__** · 1 bath,empty,,Entire cabin hosted by Giant Redwoods,[],"['https://a0.muscache.com/pictures/prohost-api/Hosting-53312838/original/d3281586-46ac-4689-9ce2-628717510c90.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-53312838/original/7c73a9f3-7853-42e7-a849-b97ad790850d.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-53312838/original/3c0ba647-8583-47af-87dd-f05876802cb1.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-53312838/original/67990844-14ad-4b1f-a05c-086b4e264adb.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-53312838/original/ed4ec011-0706-438f-b65c-9fd256550045.jpeg']",host data is not there
/rooms/1423121?adults=1&children=0&infants=0&pets=0&check_in=2023-01-05&check_out=2023-01-10&previous_page_section_name=1000,"Giant Redwoods, Cozy Rooms #7",Private room in Phillipsville,empty,$81 ,empty,1 queen bed,4.36 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Phillipsville, California, United States",Private room in nature lodge hosted by Madrona2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,2 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 private bath,empty,,Private room in nature lodge hosted by Madrona,[],"['https://a0.muscache.com/pictures/21235194/76099487_original.jpg', 'https://a0.muscache.com/pictures/21291973/999714a1_original.jpg', 'https://a0.muscache.com/pictures/21235165/235294eb_original.jpg', 'https://a0.muscache.com/pictures/21235275/4c3a327c_original.jpg', 'https://a0.muscache.com/pictures/21235158/3deeb74a_original.jpg']",host data is not there
/rooms/53517685?adults=1&children=0&infants=0&pets=0&check_in=2022-12-05&check_out=2022-12-10&previous_page_section_name=1000,Glamping Cabins in the Majestic Redwoods - C4,Cabin in Myers Flat,Superhost,$170 ,empty,3 beds,4.88 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Myers Flat, California, United States",Entire cabin hosted by Giant Redwoods4 guests ·  · Studio ·  · 3 beds ·  · 1 bath,4 guests · **__** · Studio · **__** · 3 beds · **__** · 1 bath,"Camp without the tent! Serene environment for remote workers in need of a change of scenery & some redwood therapy! Fiber optic WiFi. Brand new ""Glamping"" cabins which do not have plumbing inside. You'll be assigned your own private bathroom. Pack like you're tent camping, but leave the tent at home! Inside is charming. There's a queen bed, bunk beds, a loveseat, kitchen table set, A/C, fan, electric fireplace, Flat Screen Smart TV, Mini fridge, Microwave/Convection Oven & Coffee MakerThe space""Glamping"" cabins are 11ft by 20ft dimensions plus a covered deck with 2 chairs. You have your own outdoor space with a picnic table and fire ring with grill where you can BBQ or bring your campstove/hibachi if you like. There are also outlets located on the deck for outdoor remote working with serene views. Views from inside the cabins and deck typically look out to trees in the park, many of which are spectacular redwoods.",Wifi**__**Dedicated workspace**__**Free parking on premises**__**TV with standard cable**__**Washer**__**Dryer**__**Air conditioning**__**Indoor fireplace**__**Refrigerator**__**Security cameras on property,Entire cabin hosted by Giant Redwoods,[],"['https://a0.muscache.com/pictures/prohost-api/Hosting-53517685/original/a92ae8fc-86c0-474a-a0c0-e1b35867c009.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-53517685/original/ac4c566e-bd5d-4880-a2ea-05e53c0161d6.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-53517685/original/8442fc2a-b335-48c4-94a0-952b7ac06652.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-53517685/original/ffb454b4-927d-4af8-bc5c-395c306835a8.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-53517685/original/6a9dae36-6d1c-4225-91ed-210627442e2a.jpeg']",host data is not there
/rooms/2418090?adults=1&children=0&infants=0&pets=0&check_in=2023-01-05&check_out=2023-01-10&previous_page_section_name=1000,"Giant Redwoods, Cozy Rooms #6",Private room in Phillipsville,empty,$87 ,empty,2 beds,4.44 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Phillipsville, California, United States",Private room in nature lodge hosted by Madrona3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,3 guests · **__** · 1 bedroom · **__** · 2 beds · **__** · 1 private bath,"Come enjoy our sweet 1940's rooms and cottages alongside the famous ""Avenue of the Giants"" in Humboldt County! This listing is for Room 6.  It has has a private bathroom, TV, heating, and 2 beds: one queen and one twin. See you in Humboldt!",Wifi**__**Free parking on premises**__**TV**__**Air conditioning**__**Patio or balcony**__**Microwave**__**Long term stays allowed**__**Unavailable: Carbon monoxide alarmCarbon monoxide alarm**__**Unavailable: Smoke alarmSmoke alarm,Private room in nature lodge hosted by Madrona,"['Bathroom\nShampoo\nConditioner\nBody soap\nShower gel\nHot water', 'Bedroom and laundry\nEssentials\nTowels, bed sheets, soap, and toilet paper\nHangers\nBed linens', 'Entertainment\nTV', 'Heating and cooling\nAir conditioning\nHeating', 'Home safety\nLock on bedroom door\nPrivate room can be locked for safety and privacy', 'Internet and office\nWifi', 'Kitchen and dining\nMicrowave\nMini fridge\nCoffee maker', 'Location features\nPrivate entrance\nSeparate street or building entrance', 'Outdoor\nPatio or balcony', 'Parking and facilities\nFree parking on premises', 'Services\nLong term stays allowed\nAllow stay for 28 days or more', 'Not included\nUnavailable: Kitchen\nKitchen\nUnavailable: Washer\nWasher\nUnavailable: Hair dryer\nHair dryer\nUnavailable: Smoke alarm\nSmoke alarm\nThis place may not have a smoke detector. Reach out to the host with any questions.\nUnavailable: Carbon monoxide alarm\nCarbon monoxide alarm\nThis place may not have a carbon monoxide detector. Reach out to the host with any questions.']","['https://a0.muscache.com/pictures/32216968/484a68f0_original.jpg', 'https://a0.muscache.com/pictures/32217036/d0ca3659_original.jpg', 'https://a0.muscache.com/pictures/32217002/4e2fa7ef_original.jpg', 'https://a0.muscache.com/pictures/32217013/93a06392_original.jpg', 'https://a0.muscache.com/pictures/32216975/8b2534fd_original.jpg']",host data is not there
/rooms/53365057?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-08&previous_page_section_name=1000,Deluxe Queen Room,Hotel room in Garberville,empty,$259 ,empty,1 bed,5.0 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Garberville, California, United States",Room in hotel hosted by John3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,3 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 private bath,empty,,Room in hotel hosted by John,[],"['https://a0.muscache.com/pictures/2b4187d6-9756-4b8c-9242-0ae4fbdf5aab.jpg', 'https://a0.muscache.com/pictures/d69bd352-8af9-4a9a-b21e-d6e77539f577.jpg', 'https://a0.muscache.com/pictures/fe560c30-c309-4cdb-86e6-5f32c189b111.jpg', 'https://a0.muscache.com/pictures/13cd4967-427b-4f91-87ef-1b836304afdc.jpg', 'https://a0.muscache.com/pictures/8e02eeaa-a46f-4bbf-9c6f-a0bef282052e.jpg']",host data is not there
/rooms/53049637?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-08&previous_page_section_name=1000,Sea Lion Oceanview Corner Penthouse Suite,Hotel room in Whitethorn,Superhost,$395 ,empty,1 bed,empty,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Whitethorn, California, United States",Room in boutique hotel hosted by Navneet2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,2 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 private bath,Treat yourself to an unforgettable experience and discover what distinguishes Inn of the Lost Coast from every other Shelter Cove destination. Each of the Inn’s newly-crafted suites are packed full of amenities. Enjoy spectacular views of the Pacific Northwest coastline atop the high cliffs of California’s iconic Lost Coast.,Wifi**__**Free parking on premises**__**Shared hot tub**__**Pets allowed**__**TV**__**Indoor fireplace**__**Hair dryer**__**Fire pit**__**Long term stays allowed,Room in boutique hotel hosted by Navneet,[],"['https://a0.muscache.com/pictures/miso/Hosting-53049637/original/a5f1883c-9770-4b18-b35f-23f74d73f7dd.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-53049637/original/edf0b9f5-62df-465f-89a3-cd2ed581cad3.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-53049637/original/61a2ecef-9df8-4626-bc17-ab85fe918262.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-53049637/original/086544a9-bfb6-4986-9e1a-d7560db7bdf5.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-53049637/original/36b7d3eb-7f8d-40dd-95a2-72220dd25a62.jpeg']","Hosted by Navneet
Joined in October 2021
5 Reviews
󰀃
Superhost
Navneet is a Superhost
Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests.
Response rate: 100%
Response time: within an hour
Contact Host
To protect your payment, never transfer money or communicate outside of the Airbnb website or app."
/rooms/8542463?adults=1&children=0&infants=0&pets=0&check_in=2023-01-05&check_out=2023-01-10&previous_page_section_name=1000,"Giant Redwoods, Cozy Rooms #4",Private room in Phillipsville,empty,$71 ,empty,1 bed,4.40 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=120,"Phillipsville, California, United States",Private room in home hosted by Madrona2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,2 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 private bath,"Come enjoy our sweet 1940's rooms and cottages on the famous ""Avenue of the Giants"" in Humboldt County! Room 4 has a private bathroom, TV, heating, and a full size bed.   With all the amenities of a larger room, this room is priced economically.Other things to noteOur earliest check-in time is 4 PM.  Please provide us with an estimate of your arrival time.",Wifi**__**Free parking on premises**__**TV**__**Air conditioning**__**Long term stays allowed**__**Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Private room in home hosted by Madrona,[],"['https://a0.muscache.com/pictures/108548626/95cdb551_original.jpg', 'https://a0.muscache.com/pictures/108548892/27277daa_original.jpg', 'https://a0.muscache.com/pictures/108548925/aef9cb1b_original.jpg']","Hosted by Madrona
Joined in July 2013
1,687 Reviews
Identity verified







Hello!
We are the owners of the Madrona Motor Court - a retro 1940's Motor Inn (vintage motel). It's a ring of small, sweet original rooms and cottages situated around a cen… read more
Response rate: 100%
Response time: within an hour
Contact Host
To protect your payment, never transfer money or communicate outside of the Airbnb website or app."
